read.csv("test/data/tidy/data_cleaned.csv")study,es_id,yi,vi,sei,target_group,format,diagnosis,type,control,region,risk_of_bias,rob,rob_include_best,rob_exclude_worst,n_1,n_2,sample_size
"scott, 1990",914,1.16233314015392,0.240999672520703,0.490917174807221,adults,group,diagnosis,cbt-based,wl,europe,some concern,2,0,1,10,10,20
"scott, 1990",915,0.885323708764615,0.161883618410371,0.402347633782493,adults,individual,diagnosis,cbt-based,wl,europe,some concern,2,0,1,19,19,38
"scott, 1990",916,0.84668013560159,0.184488988548757,0.429521813821786,adults,individual,diagnosis,cbt-based,wl,europe,some concern,2,0,1,19,19,38
"scott, 1990",917,0.822675402051657,0.111108171892924,0.333328924476896,adults,group,diagnosis,cbt-based,wl,europe,some concern,2,0,1,17,23,40
"scott, 1990",918,0.546329624308876,0.0835960768468463,0.289129861561974,adults,individual,diagnosis,cbt-based,wl,europe,some concern,2,0,1,27,23,50
"scott, 1992",919,0.245340275511032,0.0694986606846373,0.263625986360672,adults,individual,diagnosis,cbt-based,cau,europe,some concern,3,0,1,29,29,58
"scott, 1992",920,0.525040501684012,0.0714072154674108,0.267221285580716,adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,29,29,58
"scott, 1992",921,-0.151922116169539,0.0851864237261839,0.291867133686176,adults,individual,diagnosis,cbt-based,cau,europe,some concern,3,0,1,29,29,58
"scott, 1992",922,0.562445042906717,0.0944458176094649,0.307320382678183,adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,29,29,58
"scott, 1997",923,0.461449752103397,0.121340318198607,0.348339372162561,adults,individual,diagnosis,cbt-based,cau,europe,some concern,1,0,1,18,16,34
"scott, 1997",924,0.484185361335838,0.121671972279273,0.348815097550655,adults,individual,diagnosis,cbt-based,cau,europe,some concern,1,0,1,18,16,34
"scott, 1997",925,0.86636908415369,0.197576308102559,0.444495565897522,adults,individual,diagnosis,cbt-based,cau,europe,some concern,1,0,1,18,18,36
"segre, 2015",926,0.132508017776822,0.0734102689030237,0.270943294626429,other target groups,individual,cut-off score,not-cbt-based,wl,north america,some concern,3,0,1,39,21,60
"segre, 2015",927,0.422340223558215,0.0747858743144886,0.273470061093511,other target groups,individual,cut-off score,not-cbt-based,wl,north america,some concern,3,0,1,39,21,60
"segre, 2015",928,0.201918835084288,0.073608833271958,0.271309478772781,other target groups,individual,cut-off score,not-cbt-based,wl,north america,some concern,3,0,1,39,21,60
"segre, 2015",929,0.47206672548769,0.0929742480375166,0.304916788710488,other target groups,individual,cut-off score,not-cbt-based,wl,north america,some concern,3,0,1,39,39,78
"segre, 2015",930,0.659500441115017,0.15207827182888,0.389972142375427,other target groups,individual,cut-off score,not-cbt-based,wl,north america,some concern,3,0,1,39,39,78
"segre, 2015",931,0.939899715934651,0.107513033753814,0.327891801900892,other target groups,individual,cut-off score,not-cbt-based,wl,north america,some concern,3,0,1,39,39,78
"selmi, 1990",932,0.856732053184239,0.283699314198546,0.532634315641178,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",933,1.27644174684461,0.432917784653625,0.657964881018451,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",934,0.677621975129713,0.286594205159755,0.535344940351317,adults,individual,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",935,1.45555182489914,0.435812675614835,0.660161098228936,adults,individual,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",936,1.04622907924572,0.191128683985547,0.437182666611506,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",937,2.01694557816261,0.257579889995,0.507523290101055,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",938,0.704309447552541,0.177752433090024,0.421606965182057,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",939,0.754561158270172,0.179390781713977,0.423545489545075,adults,individual,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",940,1.63090820401432,0.22610925755484,0.475509471572165,adults,individual,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"selmi, 1990",941,0.717647625914326,0.178176292376131,0.422109336992362,adults,individual,diagnosis,cbt-based,wl,north america,some concern,2,0,1,12,12,24
"serfaty, 2009",942,0.171095289216605,0.0339314121297966,0.184204810278659,older adults,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,64,55,119
"serfaty, 2009",943,0.179131683926712,0.0329995510619529,0.18165778558034,older adults,individual,diagnosis,cbt-based,other ctr,europe,low,4,1,1,64,58,122
"serfaty, 2019",944,0.00900032435934722,0.0271512579780371,0.164776387804919,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,69,79,148
"serfaty, 2019",945,0.190180533201422,0.0274884175920715,0.165796313565988,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,68,79,147
"serrano-selva, 2012",946,0.47662404813335,0.243527644464058,0.493485201869376,older adults,individual,diagnosis,not-cbt-based,other ctr,europe,some concern,2,0,1,9,8,17
"serrano-selva, 2012",947,0.294811471791955,0.238948623785334,0.488823714426105,older adults,individual,diagnosis,not-cbt-based,other ctr,europe,some concern,2,0,1,9,8,17
"serrano, 2004",948,0.953068709718719,0.104440145200009,0.323172005594558,older adults,individual,cut-off score,not-cbt-based,cau,europe,some concern,1,0,1,20,23,43
"shaw, 1977",949,0.988,0.254016,0.504,student population,group,cut-off score,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"shaw, 1977",950,2.1131,0.36300625,0.6025,student population,group,cut-off score,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"shaw, 1977",951,0.8982,0.24870169,0.4987,student population,group,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,8,8,16
"sheeber, 2012",952,0.840229894058638,0.0632159656183506,0.2514278537043,perinatal depression,guided self-help,cut-off score,cbt-based,wl,north america,low,4,1,1,34,35,69
"sheeber, 2012",953,0.918020601457944,0.116414611844697,0.341195855550294,perinatal depression,guided self-help,cut-off score,cbt-based,wl,north america,low,4,1,1,27,27,54
"sheeber, 2017",954,0.308320125805434,0.0152181513755424,0.123361871644128,perinatal depression,guided self-help,cut-off score,cbt-based,other ctr,north america,some concern,3,0,1,134,132,266
"sheeber, 2017",955,0.313359693023357,0.0152240741039613,0.123385874815399,perinatal depression,guided self-help,cut-off score,cbt-based,other ctr,north america,some concern,3,0,1,134,132,266
"shih, 2021",956,0.512363236996673,0.0725642271404165,0.269377480759652,older adults,group,cut-off score,cbt-based,other ctr,east asia,some concern,2,0,1,28,29,57
"sikander, 2019",957,0.271378597272577,0.00930878298765822,0.0964820345331618,perinatal depression,other formats,cut-off score,cbt-based,cau,other region,low,4,1,1,223,211,434
"sikander, 2019",958,0.247951530946522,0.0144012091674433,0.120005038091921,perinatal depression,other formats,cut-off score,cbt-based,cau,other region,low,4,1,1,209,209,418
"sikander, 2019",959,0.1359712904038,0.0112967582196226,0.106286208981328,perinatal depression,other formats,cut-off score,cbt-based,cau,other region,low,4,1,1,223,223,446
"simoni, 2013",960,-0.435446458444745,0.102467232074017,0.320105032878299,general medical,individual,cut-off score,cbt-based,cau,north america,low,4,1,1,20,20,40
"simoni, 2013",961,0.117173858465111,0.100178649555199,0.316510109720368,general medical,individual,cut-off score,cbt-based,cau,north america,low,4,1,1,20,20,40
"simpson, 2003",962,-0.0576173652526192,0.030782150332032798,0.175448426416519,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,65,65,130
"simpson, 2003",963,0.10372205083187,0.0384097767344406,0.195984123679549,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,65,65,130
"simson, 2008",964,0.228835861117436,0.134255257850763,0.366408594127872,general medical,individual,cut-off score,not-cbt-based,cau,europe,some concern,2,0,1,15,15,30
"sinniah, 2017",965,1.21954997256311,0.0691046958741803,0.262877720383794,other target groups,individual,diagnosis,cbt-based,cau,east asia,some concern,2,0,1,33,36,69
"sinniah, 2017",966,0.200485943684342,0.0583787306748729,0.241616908917553,other target groups,individual,diagnosis,cbt-based,cau,east asia,some concern,2,0,1,33,36,69
"sinniah, 2017",967,0.71088565292712,0.0985024740222126,0.313851037949873,other target groups,individual,diagnosis,cbt-based,cau,east asia,some concern,2,0,1,33,33,66
"sinniah, 2017",968,0.759789702639652,0.109177975177879,0.330420906084768,other target groups,individual,diagnosis,cbt-based,cau,east asia,some concern,2,0,1,33,33,66
"sirey, 2021",969,0.792372393875354,0.226024178894446,0.475420002623413,other target groups,individual,cut-off score,not-cbt-based,cau,north america,some concern,2,0,1,25,25,50
"smit, 2006",970,-0.347892464797476,0.0854276646396181,0.292280113315323,adults,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,36,36,72
"smit, 2006",971,0.0432374558578874,0.0622269970707293,0.249453396590885,adults,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,36,36,72
"smit, 2006",972,0.0193020816334057,0.0402981326018232,0.200743947858518,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,96,96,192
"smit, 2006",973,-0.175071177656116,0.0356751966412955,0.188878788224871,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,96,96,192
"smit, 2006",974,-0.38985672517865,0.0966855739332112,0.310943039692499,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,32,32,64
"smit, 2006",975,0.290378037629094,0.0780173114046001,0.27931579154176,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,32,32,64
"smith, 2017a",976,0.833766637652005,0.0458285987981102,0.21407615186683,adults,other formats,diagnosis,cbt-based,wl,australia,low,4,1,1,47,48,95
"smith, 2017a",977,0.90865787743373,0.0563315089166193,0.23734259819219,adults,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,33,48,81
"smith, 2017a",978,0.855023750797913,0.0557363152393127,0.236085398191656,adults,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,33,48,81
"smith, 2017a",979,0.29545976979022,0.0389159684039806,0.197271306590646,adults,other formats,diagnosis,cbt-based,wl,australia,low,4,1,1,74,74,148
"smith, 2017a",980,0.984517622802981,0.0472948909808729,0.21747388574464,adults,other formats,diagnosis,cbt-based,wl,australia,low,4,1,1,47,48,95
"smith, 2017a",981,0.0772539760911218,0.0461589671207233,0.214846380283037,adults,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,54,54,108
"songprakun, 2012",982,0.6028,0.07540516,0.2746,adults,guided self-help,diagnosis,cbt-based,cau,east asia,low,4,1,1,26,28,54
"spek, 2007",983,0.30396017786441,0.0203349302582525,0.142600596977195,older adults,group,subclinical depression,cbt-based,wl,europe,low,4,1,1,99,100,199
"spek, 2007",984,0.519307367390889,0.0642642572338052,0.253503959010121,older adults,group,subclinical depression,cbt-based,wl,europe,low,4,1,1,42,42,84
"spek, 2007",985,0.519490609228359,0.0620930890128979,0.249184849083763,older adults,other formats,subclinical depression,cbt-based,wl,europe,low,4,1,1,45,45,90
"spek, 2007",986,0.266766596694201,0.0199814013784018,0.141355584885783,older adults,other formats,subclinical depression,cbt-based,wl,europe,low,4,1,1,102,100,202
"spinelli, 2003",987,0.687638698404575,0.157402104518499,0.396739340774896,perinatal depression,individual,diagnosis,not-cbt-based,other ctr,north america,some concern,2,0,1,21,21,42
"spinelli, 2003",988,1.09353349017323,0.184410121327057,0.429429995839901,perinatal depression,individual,diagnosis,not-cbt-based,other ctr,north america,some concern,1,0,1,21,21,42
"spinelli, 2003",989,0.71343430922004,0.237381058819191,0.487217670881498,perinatal depression,individual,diagnosis,not-cbt-based,other ctr,north america,some concern,2,0,1,21,21,42
"spinelli, 2003",990,0.52399010862507,0.144152411272962,0.379674085595741,perinatal depression,individual,diagnosis,not-cbt-based,other ctr,north america,some concern,1,0,1,21,21,42
"spinelli, 2013",991,-0.149845429598611,0.0619303515455973,0.248858095198041,perinatal depression,individual,diagnosis,not-cbt-based,other ctr,north america,some concern,1,0,1,43,43,86
"spruill, 2021",992,0.119920834154173,0.0599312795880997,0.244808659136273,general medical,other formats,cut-off score,not-cbt-based,cau,north america,low,4,1,1,35,32,67
"sreevani, 2013",993,0.915185875121748,0.148079047577991,0.384810404716389,adults,group,diagnosis,not-cbt-based,cau,other region,some concern,2,0,1,15,15,30
"stiles-shields, 2018",994,0.931159709655843,0.2236312792984,0.472896689878879,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,10,10,20
"stiles-shields, 2018",995,1.50855497757095,0.317154152882583,0.563164410170408,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,7,10,17
"strauss, 2012",996,1.82587515261335,0.206015173488791,0.453888944003697,adults,group,diagnosis,cbt-based,cau,europe,some concern,2,0,1,14,14,28
"strong, 2008",997,0.367857116750976,0.0207581777443224,0.144076985477634,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,97,99,196
"strong, 2008",998,0.519074775808203,0.0270188553261744,0.164374132168582,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,96,96,192
"strong, 2008",999,0.495204447515358,0.0405488339432352,0.201367410330558,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,97,97,194
"strong, 2008",1000,0.41256110394206,0.0261844396680258,0.161816067397604,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,97,97,194
"sugg, 2018",1001,0.644188982319232,0.0670127030935327,0.258868119113831,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,33,30,63
"sugg, 2018",1002,0.838806778156414,0.0896977578132384,0.2994958393922,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,33,33,66
"sugg, 2018",1003,1.39667229240702,0.129131368663049,0.359348533687073,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,33,33,66
"swartz, 2008",1004,0.878181402610208,0.112336595529731,0.335166519106146,other target groups,individual,diagnosis,not-cbt-based,cau,north america,some concern,1,0,1,23,17,40
"swartz, 2008",1005,0.820046311699658,0.105538759243699,0.324867294820053,other target groups,individual,diagnosis,not-cbt-based,cau,north america,high,0,0,0,24,18,42
"szumska, 2020",1006,1.42290066444887,0.263514140009272,0.513336283550337,adults,group,diagnosis,cbt-based,wl,europe,some concern,1,0,1,12,8,20
"takagaki, 2016",1007,0.891356573517572,0.0373968259356398,0.193382589535976,student population,group,subclinical depression,cbt-based,cau,east asia,low,4,1,1,62,56,118
"talbot, 2011",1008,0.284494999500973,0.0784992490065175,0.280177174313893,other target groups,individual,diagnosis,not-cbt-based,cau,north america,some concern,2,0,1,31,22,53
"talbot, 2011",1009,0.331432556690551,0.0787802296076545,0.28067816019002,other target groups,individual,diagnosis,not-cbt-based,cau,north america,some concern,1,0,1,31,22,53
"taylor, 1977",1010,1.62517708133686,0.393344377314364,0.62717172872696,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"taylor, 1977",1011,0.876555599016878,0.317024876908072,0.563049622065473,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"taylor, 1977",1012,2.57154007685988,0.555189561918433,0.745110436055242,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"taylor, 1977",1013,1.46734363953789,0.373453956251688,0.611108792484356,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"taylor, 1977",1014,2.0412923571498,0.455516265912305,0.674919451425357,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"taylor, 1977",1015,1.00383130725673,0.326777581559625,0.571644628733293,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"taylor, 2009",1016,1.21651883861483,0.119507162044727,0.345698079318828,general medical,individual,cut-off score,cbt-based,wl,north america,some concern,2,0,1,19,21,40
"taylor, 2009",1017,1.94389347794827,0.146005074416364,0.382106103610455,general medical,individual,cut-off score,cbt-based,wl,north america,some concern,2,0,1,19,22,41
"taylor, 2009",1018,1.86570679475778,0.370406865584777,0.608610602589847,general medical,individual,cut-off score,cbt-based,wl,north america,some concern,2,0,1,23,23,46
"teasdale, 1984",1019,1.4637061739557,0.222405565192934,0.47159894528395,adults,individual,diagnosis,cbt-based,cau,europe,some concern,1,0,1,17,17,34
"teichman, 1995",1020,0.411577234883323,0.501038820209363,0.707840956860623,adults,individual,diagnosis,cbt-based,wl,other region,some concern,1,0,1,15,15,30
"teichman, 1995",1021,1.78748818240321,0.41686429841419,0.645650291112913,adults,other formats,diagnosis,cbt-based,wl,other region,some concern,1,0,1,15,15,30
"teichman, 1995",1022,0.26268956855262,0.134548211845482,0.366808140375159,adults,individual,diagnosis,cbt-based,wl,other region,some concern,1,0,1,15,15,30
"teichman, 1995",1023,1.2265745731806,0.159820476032815,0.399775532058697,adults,other formats,diagnosis,cbt-based,wl,other region,some concern,1,0,1,15,15,30
"teri, 1997",1024,0.792464414839522,0.242940565324242,0.492890013415003,general medical,other formats,diagnosis,cbt-based,cau,north america,some concern,1,0,1,23,23,46
"teri, 1997",1025,1.15720514814189,0.264019622760323,0.513828398164526,general medical,other formats,diagnosis,cbt-based,cau,north america,some concern,1,0,1,19,19,38
"teri, 1997",1026,0.797326159715838,0.14795195565955,0.384645233506864,general medical,other formats,diagnosis,cbt-based,wl,north america,some concern,1,0,1,23,23,46
"teri, 1997",1027,1.16628839106294,0.169031013095631,0.411133814099048,general medical,other formats,diagnosis,cbt-based,wl,north america,some concern,1,0,1,19,19,38
"thomas, 2019",1028,0.702682068918512,0.109771395698425,0.331317665841145,general medical,individual,cut-off score,cbt-based,cau,europe,low,4,1,1,18,21,39
"thomas, 2019",1029,-0.704299980994357,0.203724238045248,0.451358214775413,general medical,individual,cut-off score,cbt-based,cau,europe,low,4,1,1,10,11,21
"titov, 2010",1030,1.61411645822116,0.137279119793399,0.370511969838221,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,46,46,92
"titov, 2010",1031,1.85838575319514,0.338646571481506,0.581933476852385,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,46,46,92
"titov, 2010",1032,1.50577120933854,0.139639085250907,0.373683134822682,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,41,41,82
"titov, 2010",1033,2.24429857699386,0.342913752100289,0.585588381117905,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,41,41,82
"titov, 2010",1034,1.07308639510618,0.0535555195982818,0.231420655081351,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,46,40,86
"titov, 2010",1035,0.854067241436254,0.0510569961185577,0.225957952102947,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,46,40,86
"titov, 2010",1036,1.26172098595667,0.0561626178101016,0.236986535081851,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,46,40,86
"titov, 2010",1037,0.788158346674908,0.0504162856153908,0.224535711225165,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,46,40,86
"titov, 2010",1038,1.07843129652772,0.0567080663934494,0.238134555227605,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,41,40,81
"titov, 2010",1039,0.703762466019351,0.0525066145596321,0.229143218445653,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,41,40,81
"titov, 2010",1040,1.25847103620907,0.0593553827527893,0.243629601552827,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,41,40,81
"titov, 2010",1041,0.835650393426791,0.0537841032339956,0.231913999650723,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,3,0,1,41,40,81
"titov, 2015a",1042,2.25408545435535,0.127398857890046,0.356929766046551,older adults,guided self-help,cut-off score,cbt-based,wl,australia,low,4,1,1,27,25,52
"titov, 2015a",1043,1.91542205196897,0.411387033129628,0.641394600171866,older adults,guided self-help,cut-off score,cbt-based,wl,australia,low,4,1,1,16,16,32
"tobin, 2017",1044,0.0470566942672277,0.012712318950496,0.11274891995268,general medical,other formats,cut-off score,cbt-based,other ctr,north america,low,4,1,1,162,153,315
"tomasino, 2017",1045,0.632889976766638,0.204792641231907,0.452540209519449,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,9,12,21
"tomasino, 2017",1046,0.363386471423105,0.138210372965782,0.371766557083585,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,19,12,31
"tong, 2019",1047,0.625159267325384,0.0477379874998912,0.218490245777452,adults,group,diagnosis,cbt-based,wl,east asia,some concern,2,0,1,43,45,88
"tong, 2019",1048,0.8701188056371,0.205730812002013,0.453575585764945,adults,group,diagnosis,cbt-based,wl,east asia,some concern,2,0,1,43,43,86
"tong, 2019",1049,-0.350777498510518,0.111008910850245,0.333179997674298,adults,group,diagnosis,cbt-based,wl,east asia,some concern,2,0,1,43,43,86
"tong, 2019",1050,-0.0352707391665226,0.0663946025502434,0.257671501237998,adults,group,diagnosis,cbt-based,wl,east asia,some concern,2,0,1,43,43,86
"tovote, 2014",1051,0.540725592661447,0.0658869490855661,0.256684532228894,general medical,individual,cut-off score,cbt-based,wl,europe,some concern,3,0,1,32,31,63
"tovote, 2014",1052,0.695392147890816,0.0674424697001116,0.259696880420446,general medical,individual,cut-off score,cbt-based,wl,europe,some concern,2,0,1,32,31,63
"tovote, 2014",1053,0.56786626637375,0.0671832471642336,0.259197313188686,general medical,individual,cut-off score,cbt-based,wl,europe,some concern,3,0,1,31,31,62
"tovote, 2014",1054,0.590809298243537,0.0674031155396058,0.259621099950689,general medical,individual,cut-off score,cbt-based,wl,europe,some concern,2,0,1,31,31,62
"tovote, 2014",1055,1.34111924157041,0.36108520373407,0.600903655949995,general medical,individual,cut-off score,cbt-based,wl,europe,some concern,3,0,1,32,32,64
"tovote, 2014",1056,1.27671659292701,0.365306919719168,0.604406253871655,general medical,individual,cut-off score,cbt-based,wl,europe,some concern,3,0,1,31,31,62
"town, 2017",1057,1.53496524150083,0.358076184395129,0.598394672766335,adults,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,30,30,60
"town, 2017",1058,1.4551882078212,0.360039585322169,0.600032986861697,adults,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,30,30,60
"town, 2017",1059,0.80314225012656,0.113660656364494,0.337135961244857,adults,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,30,30,60
"town, 2017",1060,1.41630247057834,0.154796252786905,0.393441549390637,adults,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,30,30,60
"trevillion, 2020",1061,0.48756399880482,0.0825818646397373,0.287370605037706,perinatal depression,other formats,diagnosis,cbt-based,cau,europe,low,4,1,1,24,26,50
"trevillion, 2020",1062,0.134089747871651,0.0949886096646916,0.30820222203075,perinatal depression,other formats,diagnosis,cbt-based,cau,europe,low,4,1,1,26,26,52
"tulbure, 2018",1063,1.04431370234587,0.15042157607771,0.387842205126917,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,2,0,1,34,34,68
"tulbure, 2018",1064,1.04622104763497,0.178707073177862,0.422737593759843,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,2,0,1,19,19,38
"tulbure, 2018",1065,0.864397358596459,0.0742647603219529,0.272515614822257,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,2,0,1,34,26,60
"tulbure, 2018",1066,0.854724153235067,0.0741225110663325,0.272254496870727,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,2,0,1,34,26,60
"tulbure, 2018",1067,0.758535387452568,0.097716545730987,0.312596458282859,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,2,0,1,19,26,45
"tulbure, 2018",1068,0.885506292877247,0.100119514841809,0.316416679146041,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,2,0,1,19,26,45
"turner, 1979",1069,1.10574585335117,0.185495705437511,0.43069212372356,adults,individual,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,17,17,34
"turner, 1979",1070,-1.14803637407903,0.24401518393863,0.493978930662665,adults,individual,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,17,17,34
"turner, 1979",1071,1.10574585335117,0.185495705437511,0.43069212372356,adults,individual,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,17,17,34
"turner, 1979",1072,-1.14803637407903,0.24401518393863,0.493978930662665,adults,individual,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,17,17,34
"turner, 1979",1073,0.663269570363724,0.159942725606833,0.399928400600449,adults,individual,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,17,17,34
"turner, 1979",1074,-0.892633091929703,0.24606573170282,0.496050130231633,adults,individual,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,17,17,34
"turner, 2013",1075,-0.0990331184376644,0.0799743245161455,0.282797320560407,general medical,group,cut-off score,cbt-based,other ctr,australia,some concern,3,0,1,21,31,52
"turner, 2013",1076,-0.132457086149879,0.113435948045127,0.336802535686903,general medical,group,cut-off score,cbt-based,other ctr,australia,some concern,3,0,1,20,20,40
"turner, 2013",1077,0.29268448088187,0.121223559000654,0.348171737797102,general medical,group,cut-off score,cbt-based,other ctr,australia,some concern,3,0,1,21,21,42
"turner, 2013",1078,-0.607686202595446,0.137334256523908,0.370586368507947,general medical,group,cut-off score,cbt-based,other ctr,australia,some concern,3,0,1,20,20,40
"tyson, 1987",1079,-0.176819103042916,0.182585954557451,0.42730077762327,adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,11,11,22
"tyson, 1987",1080,0.0300580079693274,0.181840368620407,0.426427448249297,adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,11,11,22
"tyson, 1987",1081,-0.104174855122278,0.182084683609074,0.4267138193322,adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,11,11,22
"tyson, 1987",1082,-0.253738985193771,0.183399243155618,0.428251378463185,adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,11,11,22
"tyson, 1987",1083,-0.0995402054138358,0.182061498220749,0.426686651092753,adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,11,11,22
"tyson, 1987",1084,-0.22246322748706,0.183033502220833,0.427824148711633,adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,11,11,22
"unlu-ince, 2013",1085,0.902954898054926,0.11126854614845,0.333569402296508,other target groups,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,49,49,98
"unlu-ince, 2013",1086,0.852955174779187,0.141774973180126,0.376530175656781,other target groups,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,49,49,98
"unlu-ince, 2013",1087,0.490446840072827,0.0684649084713929,0.261657999058681,other target groups,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,49,49,98
"van bastelaar, 2011",1088,0.491578309470437,0.0255089761644643,0.159715297214964,general medical,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,125,125,250
"van bastelaar, 2011",1089,0.433648986401995,0.0229432999136955,0.151470458881247,general medical,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,125,125,250
"van lieshout, 2021",1090,0.508901085162625,0.010248141017114,0.101233102378194,perinatal depression,other formats,cut-off score,cbt-based,wl,north america,low,4,1,1,202,201,403
"van schaik, 2006",1091,0.0284191829484904,0.0280091214252705,0.167359258558559,older adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,69,74,143
"van schaik, 2006",1092,0.112759981837425,0.0280512021316349,0.167484931058394,older adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,69,74,143
